Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
0.004775849117826338,-0.4574904222016097,-0.604085805739394,0.9397699651324115,-1.410648155035104,-0.03686352172230054,0.3794988687119482,1
0.5861375165742198,0.2059094367845997,0.026888592667180578,1.1868282231361622,-0.782547113219163,0.5580466491676672,-0.45867778924115316,1
0.862096679478049,0.9678420751490543,1.016327222824814,0.28868867018136135,0.8581819085788331,0.8304558475695067,-0.8802721352970804,0
-0.1672656373787032,-0.0049777026083213894,0.3837995167306859,-0.8768947996164668,1.0836468818326863,-0.2152802900970591,-1.364381072487107,1
-0.4495753249518674,-0.7176302325931954,-0.8680807676392681,0.371062286144406,-1.2641257034062028,-0.4724931075963167,-0.6602280911178972,1
-0.5765858183385671,-1.0226387349639625,-1.0689017613073468,0.2606923476194257,-1.4584523648438297,-0.6222056009328648,1.3963691313426139,1
-1.1181123765054957,-1.1256386629225927,-1.0641814901419608,-0.892781976906287,-0.3841004276060489,-1.1428223540768765,-0.8899982908974202,1
-1.6082574168932593,-1.7403200224198456,-1.5809711559198574,-1.4144140718879936,-0.5988213374118166,-1.607156214989103,-0.037167568797068264,1
0.28939481838893055,0.5787139925624734,0.7224354609904592,-0.31884071814049497,1.0024621955809083,0.31096475227013093,-1.4867730325932393,0
-1.009576136702316,-0.7274073717989781,-0.5212033716115806,-1.4650572793611347,0.6826287226117949,-1.0184371622446315,-0.8560802334328803,1
-0.18978113393361815,-0.02739832990745413,0.15637375586233324,-0.6177380499381128,0.715402125107354,-0.2355421313005017,-0.5568330833960501,1
-0.1632243944073082,-0.26862949775715395,-0.6382174681869001,0.7015874855558738,-1.2402923238543864,-0.12860463606011013,0.9661013575262821,1
0.057889328170446196,-0.10224579020997024,-0.007615653718894083,0.06168714119370307,0.06470762364178775,0.004785818529220377,1.7644426087855305,1
1.1086125007331433,1.357868731960634,1.497123181072546,0.3305160257132947,1.2013275938429528,1.1090561641168426,-1.628773206410071,0
1.1109217824310833,1.1294774009614643,1.3701262838521058,0.3444962090484609,1.1000206970768636,1.0612157057198255,1.083756042352706,0
0.08675534939469612,-0.401410987863785,-0.5487973229304485,0.9694375708040474,-1.358293754176536,0.02955029111120579,-0.4676537604863485,1
-0.29138952864297785,-0.5265503099671589,-0.5867728971385385,0.26188421884108454,-0.7777764283299011,-0.2867595632314261,1.5989544097833996,1
